gene
FHL5
FIBIN
FILIP1
FILIP1L
FKBP9
FKBP9P1
FLI1
FLT1
FLT3
FLT3LG
FMNL1
FMNL1-DT
FMOD
FNDC4
FOLR2
FOXP3
FPR3
FREM2
FRMD6
FRY
FRZB
FTH1P22
FUT7
FXYD6
FYB1
FZD1
FZD4
FZD7
GALNT15
GALNT16
GALNT17
GAPT
GBP1
GBP2
GBP4
GDF10
GDF11
GFI1
GFRA1
GHRL
GIMAP2
GIMAP4
GJA4
GJA5
GLG1
GLIS2
GMFG
GMIP
GNGT2
GNLY
GP5
GPBAR1
GPIHBP1
GPR132
GPR141
GPR174
GPR18
GPR183
GPR25
GPR31
GPR4
GPR82
GPR84
GREM2
GRID1
GRIK2
GRIN3A
GSTM5
GTSF1L
GUCY1A2
GVINP1
GZMM
HAPLN3
HCP5
HCST
HEATR9
HECW2
HEG1
HEPH
HEY2
HEYL
HGF
HIC1
HK3
HLA-A
HLA-DOB
HLA-DPA3
HLA-DPB2
HLA-DQA2
HLA-DQB1-AS1
HLA-DQB2
HLA-DRA
HLA-DRB6
HLA-DRB9
HLA-E
HLA-H
HMCN2
HMGB1P17
HMGB3P32
HMGCLL1
HNRNPA1P21
HNRNPA1P70
HSD3BP5
HSF5
HSH2D
HSPA12B
HSPB6
HVCN1
ICAM2
ICAM3
ICOS
IDO2
IFI30
IFI44L
IFIH1
IFIT2
IFIT3
IFITM3P6
IFNG
IFNG-AS1
IGF1R
IGFL3
IGFLR1
IGHG1
IGHG3
IGHGP
IGHV3-43
IGHV3-73
IGKJ5
IGKV1-39
IGKV2-24
IGKV2-30
IGKV2D-29
IGLJ1
IGLV3-16
IGLV5-48
IGLV9-49
IGSF6
IKZF3
IL12B
IL15
IL15RA
IL18BP
IL18RAP
IL1R1
IL2
IL21
IL21-AS1
IL21R-AS1
IL27
IL2RA
IL2RG
IL32
IL4I1
IL7
IL9R
INMT
INPP5D
INSL3
IPCEF1
IQSEC1
IQSEC3
IRAG1
IRF1
IRF1-AS1
IRF2
IRS2
ITGA1
ITGA8
ITGAD
ITGAX
ITGB2
ITGB2-AS1
ITGB5
ITGB7
ITGBL1
ITK
ITSN1
JAK2
JAK3
JAKMIP1
JAM2
JAM3
JAML
JCAD
KANK3
KANK4
KCNA3
KCNJ8
KCNK2
KCNT2
KCTD12
KDR
KIAA1549
KIF21B
KIF7
KIR2DL4
KIR3DL1
KIR3DL2
KIR3DX1
KIRREL1
KL
KLF2
KLHDC7B
KLRB1
KLRC1
KLRC4-KLRK1
KLRD1
KLRG1
KLRK1
LAG3
LAIR2
LAMA2
LAMB1
LAMC1
LAP3
LAPTM5
LAT2
LAX1
LCK
LCP1
LCP2
LDB2
LDLRAD4
LGALS2
LGALS9
LHFPL6
LILRA1
LILRA4
LILRA5
LILRA6
LILRP2
LIMD2
LINC00158
LINC00299
LINC00402
LINC00426
LINC00544
LINC00582
LINC00622
LINC00861
LINC00892
LINC00924
LINC00968
LINC00996
LINC01146
LINC01197
LINC01215
LINC01281
LINC01684
LINC01781
LINC01857
LINC01871
LINC01915
LINC01934
LINC01936
LINC01943
LINC02084
LINC02126
LINC02132
LINC02195
LINC02202
LINC02285
LINC02325
LINC02362
LINC02384
LINC02416
LINC02422
LINC02446
LINC02481
LINC02528
LINC02576
LINC02587
LINC02605
LINC02642
LINC02694
LINC02812
LINC02863
LMOD1
LRP1
LRP12
LRP3
LRP4
LRRC25
LRRC32
LTA
LTB
LTBP2
LY75
LY86
LYN
LYVE1
MAN1C1
MAP1LC3C
MAP3K4-AS1
MAP4K1
MAP4K4
MAP4K5
MARCHF1
MARVELD1
MEI1
MEOX2
MFAP4
MFNG
MIR155HG
MIR4538
MIR497HG
MIR8071-2
MLKL
MMP16
MMP25
MMRN1
MNDA
MPEG1
MPRIPP1
MRGPRF
MS4A1
MS4A7
MSI1
MXRA8
MYCT1
MYH10
MYL3
MYO1F
MYO1G
MYO7A
MYOCD
MZB1
NAIP
NAIPP1
NAPSB
NCF1
NCF1B
NCF1C
NCF4
NCKAP1L
NCR1
NCR3
NDNF
NFAM1
NHSL2
NIBAN3
NID1
NKG7
NLRC3
NLRC4
NLRC5
NMI
NOTCH4
NOVA2
NPR1
NRIR
NT5C3AP2
NT5DC2
NTRK3
NUGGC
NXPH3
OAS2
OBSL1
OGN
OLFML1
OLFML2A
OMD
OR2I1P
OR52N4
P2RX1
P2RY12
P2RY13
P2RY8
P3H1
P3H3
P3H4
P4HA3
PALM2AKAP2
PAPSS2
PARP12
PARP14
PARP15
PARP9
PARVG
PATL2
PCDH17
PCDHAC2
PCED1B-AS1
PDCD1
PDE1A
PDE1B
PDE2A
PDE5A
PDGFA
PDGFRB
PDK4
PECAM1
PEG3
PGBD4P1
PGM5
PGR
PI16
PIK3AP1
PIK3CD-AS1
PIK3CG
PIK3R5
PIK3R6
PIM2
PKD2L1
PLA2G2D
PLA2G7
PLAC9
PLCL2
PLCXD3
PLD4
PLEK
PLN
PLPP3
PLPPR5
PLXDC2
PLXNA4
PNMA8A
PNOC
PODN
PODXL
POGLUT2
POMT2
PPFIBP1
PPIAP39
PPP1R16B
PPP1R2P1
PRAL
PRDM6
PREX2
PRF1
PRG4
PRKCB
PSMB8
PSMB8-AS1
PSME1
PSME2
PSME2P1
PSME2P2
PSTPIP1
PTGER2
PTGES3P1
PTGES3P2
PTGFR
PTGIS
PTH1R
PTK7
PTPN14
PTPN22
PTPN6
PTPN7
PTPRB
PTPRC
PTPRG
PTPRN2-AS1
PXDN
PYHIN1
RAB11FIP3
RAB37
RAC2
RAI2
RARRES2
RASGRF2
RASGRP2
RASGRP3
RASL10B
RASL12
RASSF4
RBFOX2
RBP4
RCOR2
RCSD1
RGL4
RGN
RGS18
RGS5
RHOH
RNASE6
RNF213
RNF24
RPL3L
RPL4P1
RPS6KA2
RSAD2
RTP5
RUFY4
RUNX1T1
S1PR1
S1PR4
SAMD14
SAMD3
SAMD9L
SAMHD1
SAMSN1
SASH3
SATB2-AS1
SCARA5
SCARF1
SCARF2
SCIMP
SCN7A
SDC2
SECTM1
SELL
SELPLG
SEMA3G
SEMA6D
SEPTIN1
SEPTIN5
SEPTIN6
SERPINH1
SERTAD4-AS1
SH2D1A
SH2D1B
SHC2
SHE
SHF
SIGLEC1
SIGLEC10
SIGLEC14
SIGLEC5
SIGLEC8
SIK2
SIRPG
SIRPG-AS1
SKAP1
SLA
SLA2
SLAMF7
SLC12A3
SLC15A3
SLC1A7
SLC24A2
SLC26A10
SLC29A4
SLC4A3
SLC51B
SLFN14
SLIT2
SLIT3
SLITRK6
SMO
SMOX
SNAI3
SNED1
SOCAR
SOCS7
SOWAHD
SOX11
SOX17
SP110
SP140
SPI1
SPIB
SPN
SPNS3
SPOCK2
SPON1
SPRED2
SPRY2
SRGN
SRPX
SSC5D
SSTR1
SSTR3
ST8SIA4
STAP1
STAT1
STAT4
STK32B
STON1
SUCNR1
SUGCT
SULT1C4
SUN1
SUSD3
SVEP1
SYNE1
SYTL3
TAF5LP1
TAGLN
TAP1
TAPBP
TASL
TBC1D27P
TBX21
TCEAL7
TCL1A
TEK
TENM2
TENT5C
TESPA1
TFAP2E-AS1
TFEC
TIE1
TIFAB
TIGIT
TIMD4
TLN2
TLR10
TLR4
TM6SF1
TM6SF2
TMC8
TMEM100
TMEM119
TMEM130
TMEM132C
TMEM150B
TMEM156
TMEM176A
TMEM176B
TMEM204
TMEM252
TMEM273
TMEM47
TMEM59L
TMIGD2
TMPRSS3
TNFAIP8L2
TNFRSF13B
TNFRSF19
TNFSF13B
TNFSF8
TNIP3
TNN
TNXB
TOMM20P2
TPST1
TRAC
TRAF3IP3
TRAFD1
TRANK1
TRAT1
TRAV1-1
TRAV1-2
TRAV10
TRAV12-1
TRAV12-2
TRAV12-3
TRAV14DV4
TRAV18
TRAV19
TRAV2
TRAV20
TRAV22
TRAV23DV6
TRAV24
TRAV25
TRAV26-1
TRAV26-2
TRAV27
TRAV29DV5
TRAV30
TRAV34
TRAV35
TRAV36DV7
TRAV38-1
TRAV39
TRAV41
TRAV5
TRAV6
TRAV8-1
TRAV9-2
TRBC2
TRBJ2-1
TRBJ2-2
TRBJ2-2P
TRBJ2-3
TRBJ2-7
TRBV10-2
TRBV10-3
TRBV11-1
TRBV11-2
TRBV11-3
TRBV12-3
TRBV12-4
TRBV12-5
TRBV13
TRBV14
TRBV15
TRBV18
TRBV19
TRBV2
TRBV20-1
TRBV21-1
TRBV23-1
TRBV24-1
TRBV27
TRBV28
TRBV29-1
TRBV3-1
TRBV30
TRBV4-1
TRBV4-2
TRBV5-1
TRBV5-4
TRBV5-5
TRBV5-6
TRBV6-1
TRBV6-5
TRBV6-6
TRBV7-3
TRBV7-4
TRBV7-6
TRBV7-7
TRBV7-9
TRBV9
TRDC
TRDV1
TRG-AS1
TRGC1
TRGC2
TRGV10
TRGV2
TRGV3
TRGV4
TRGV7
TRGV9
TRIM21
TRIM22
TRIM69
TRIM9
TRO
TRPC4
TSPAN12
TSPAN32
TSPAN9
TSPOAP1-AS1
TTC24
TVP23A
TYMP
UBA7
UBASH3A
UBE2L6
USHBP1
USP30-AS1
VASH1
VAV1
VCAM1
VGLL3
VNN2
VSTM4
VWF
WARS1
WAS
WDFY4
WSCD1
XAF1
XCL2
XPNPEP2
XXYLT1-AS2
ZAP70
ZBP1
ZBTB16
ZBTB32
ZC3H12B
ZC3H12D
ZCCHC14
ZDHHC15
ZDHHC8
ZEB1
ZFHX3
ZFPM2
ZHX3
ZNF101
ZNF366
ZNF385D
ZNF423
ZNF521
ZNF683
ZNF697
ZNF80
ZNF831
ZNF835
ACKR1
ACSM5
ACTG2
ADAMTS1
ADAP2
ADH1B
AFF3
AICDA
AMOTL1
ANGPT4
ANK2
ANKRD44
ANTXRLP1
AOC4P
APBB1IP
APBB2
APCDD1
APOC1
APOL3
ARHGAP20
ARMH4
ASPA
ATOH8
ATP1B2
ATP5PBP5
AXIN2
BCL2A1
BNC2
BOC
BTN2A2
BTN3A2
C14orf132
CACNA1G
CADM3
CADM3-AS1
CALCOCO1
CALD1
CARD16
CARD8-AS1
CASP1
CASP12
CASQ2
CAVIN1
CCDC3
CCDC69
CCL18
CCL4
CD163
CD180
CD300LG
CD302
CD36
CD38
CD70
CD8B
CDH4
CDK15
CEP112
CFD
CHRM3-AS2
CLEC12A
CLEC17A
CLEC1A
CLEC7A
CLIC5
CNN1
CNRIP1
COL6A6
CORO2B
COTL1
COX4I2
CPA3
CPNE5
CREBRF
CRY2
CSDC2
CSF2RA
CSPG4
CSPG4P13
CSRNP1
CTIF
CTSG
CTSO
CX3CR1
CXorf65
CYGB
DAB2
DACT3
DDR2
DIP2C
DIXDC1
DKK3
DLC1
DNAH8
DOCK2
DUSP1
EDA2R
EDNRA
EDNRB
EFEMP2
EIF4E3
ENPP2
EPAS1
ERBB4
ERG
ERVFRD-1
ETV7
ETV7-AS1
EVI2A
EXTL2
FAM162B
FAM78A
FAT1
FCER1A
FERMT3
FHL1
FLG
FMNL3
FNBP1
FNDC5
FOXP1
FSTL1
FUNDC2P4
FXYD1
FYCO1
GAB3
GAS6
GAS7
GCSAML
GLI2
GNG2
GPR146
GPR161
GPR171
GPR55
GPRASP1
GPRASP2
GRAP2
GYPE
GZMA
HBB
HDC
HERC5
HID1-AS1
HIGD1B
HLA-C
HLA-G
HLX-AS1
HMCN1
HPGDS
HSPB7
HSPG2
HTRA4
IATPR
IFI44
IGF2
IGF2-AS
IGFBP7
IGHJ3P
IGHM
IGHV3-66
IGIP
IGKV1-33
IGKV1D-12
IGLC6
IGLJ3
IGLV3-10
IGLV3-12
IGLV3-27
IKZF1
IL10
IL21R
IL26
IL2RB
IL6ST
IRF4
IRF8
ISLR2
ITGAE
ITGAL
ITIH3
ITIH5
ITPR1
KALRN
KANK2
KBTBD8
KCNA5
KCNAB2
KCNC4
KCNJ10
KCTD16
KIAA1614
KIR2DL3
KLF7
KLF9
KLHDC1
KLHL33
KLHL6
KLRC4
LAMB2
LCN6
LEPR
LIMS2
LINC00528
LINC00702
LINC00877
LINC00943
LINC00944
LINC01352
LINC01358
LINC01841
LINC01914
LINC02273
LINC02539
LOXHD1
LPL
LPP
LPXN
LRFN5
LRP6
LRRN3
LRRN4CL
LTBP4
LYZ
MAB21L1
MAGI2-AS3
MAMDC2
MAS1L
MATN3
MCOLN2
MEF2C
MEFV
MEGF8
MGLL
MILR1
MIR3142HG
MIR4537
MMP19
MMP2-AS1
MMRN2
MOCS1
MPP1
MRC2
MS4A2
MSRB3
MTSS2
MYOC
MYOZ3
NACAD
NAP1L3
NATD1
NCAM2
NEGR1
NFKBIE
NR2F1
NUB1
OAS3
OLFM2
OSTN-AS1
P2RX7
PABPC5
PARD3B
PCDHGB7
PCSK5
PCYT1B
PDCD1LG2
PDE6G
PEAK1
PEAR1
PGM5-AS1
PGM5P3-AS1
PGM5P4
PGM5P4-AS1
PIANP
PIK3CD
PLEKHO1
PMP22
PNMA8B
PPP1R12B
PRDM11
PRICKLE1
PRICKLE2
PRKAR1B-AS1
PRKCQ
PRKG1
PRSS35
PRX
PTAFR
PTPN21
PTPRM
PURG
PYGM
RAB33A
RAMP2
RANBP3L
RASGRP4
RBMS3
RBPMS
RCAN2
RECK
RFX5
RHOBTB2
RHOJ
RIPK2
RNF144A
RNF166
ROBO4
SAMD5
SCML4
SCN2B
SCN4B
SELP
SEMA5A
SEMA6C
SERINC1
SERPINB9
SGCD
SH2D2A
SH2D3C
SH3D19
SH3PXD2A
SH3RF3
SHC4
SHROOM4
SIDT2
SIGLEC17P
SIGLEC6
SIGLEC9
SIRPB2
SLC14A2-AS1
SLC18A2
SLC2A6
SLC8A3
SLCO2A1
SMAD9
SMIM10L2B
SMTN
SMTNL1
SNRK
SOBP
SOCS5
SOD2
SORBS1
SP100
SPRY1
ST6GALNAC6
STAC3
STAMBPL1
STARD13
STARD8
STARD9
STK10
SVIL
SYNC
SYNE3
SYNPO
TAL1
TAMALIN
TAPBPL
TBX5
TBX5-AS1
TCF7L1
TDRD10
TGFB1I1
TGFBR2
THEMIS2
THSD7B
TIMP3
TLR1
TMCC2
TNFRSF17
TNFRSF1B
TNFRSF4
TNFRSF8
TNFSF12
TNS1
TNS2
TPSAB1
TRAF1
TRAK2
TRAV13-2
TRGV5
TRHDE
TRPV2
TSC22D3
TSPAN18
TTC28
TUB
TXK
TXNIP
UACA
UBL3
UTRN
VCL
VEGFD
WAKMAR2
WIPF1
WNT2B
XPC
ZBTB4
ZBTB47
ZCCHC24
ZEB2
ZNF540
ZNF804A
ABCB1
ADAMTSL3
ADGRE1
ADRA1A
ALS2
AMPD1
APP
ART4
ASIC1
BRD3
C1orf54
C22orf23
CAD
CADM4
CBARP-DT
CBX6
CCN1
CD1D
CD276
CD28
CENPBD1P1
CHRM3
CHST14
CLASP1
CMAHP
CNPY4
CYRIA
DCTN1
DEPP1
DES
DLG2
DPEP2
DUSP26
EFEMP1
EHBP1
EMB
EPN2
ERFL
EXTL3
F2RL3
FAM107A
FCER1G
FOXO3B
FPR2
FXR2
GADD45B
GBP3
GFRA2
GLI3
GLIPR2
HDAC4
HERC2
HLA-L
HRC
IGFBP2
IGHJ3
IGHV1-58
IGHV2-70
IGHV4-55
IGHV5-78
IGKV1OR2-6
IGKV2D-24
IGKV2D-40
IGKV3D-7
IGKV5-2
IGLC7
IGLJ2
IGLL1
IGLV2-18
IGLV2-34
IGLV5-45
IL17RD
IL3RA
IPO9
ITGAM
JSRP1
KCTD15
KDM5B
LEFTY2
LGALSL
LSP1
MAGI2
METTL16
METTL7A
MIR7848
NAV1
NEXN
NTN4
OSCAR
P2RY14
PCAT19
PCDH19
PDE1C
PGAP1
PIP4K2B
PKHD1L1
PPM1F
PRAMENP
PSMB10
PTGIR
PTPRS
PWWP3A
RAMP3
RBP5
REM1
RFTN1
RNF227
RPL32P1
RTL10
RTL6
RTN1
SALL2
SELENON
SENCR
SERTAD4
SHISAL2A
SIRPB1
SOGA1
SOSTDC1
SOX12
ST13
TANC2
THBS1
TNFSF14
TNR
TNRC18
TRAJ3
TSHR
TSPAN2
UNC119B
USP22
VGLL4
YLPM1
ZFYVE9
ZMAT3
ZNF496
ZNF517
ZNF70
ZNF74
ZNF853
ZNRF3
A2M
ACP5
ACTA2-AS1
ADCY2
ADGRB3
AKAP12
AMPH
AOAH
ARMC9
ATP6V1G2
ATP8B2
BTN3A3
C11orf96
C8orf88
CASP4
CAVIN2
CCDC74B
CCL22
CD101
CD247
CD83
CDH23
CEBPE
CEP68
CGAS
CHRD
CHST10
CILP
CLEC2B
CLIP3
CMTM5
CNTN1
CNTNAP1
COL21A1
COL6A2
CPEB1
CRHBP
CSF3R
CTSC
DAAM2
DENND2A
DHH
DLG4
DNAJC18
DNM3OS
DOCK11
DOK6
DSTYK
DTHD1
DZIP1
ECRG4
EMILIN1
ENOX1
ENTPD1
FAM180A
FBLN1
FBLN2
FBXL7
FCGR1B
FCGR2B
FCMR
FGD2
FKBP7
FZD8
GBP1P1
GGTA1
GLI1
GLIS1
GLT8D2
GNAZ
GPR135
GPR17
GPSM3
GYPC
GZMK
HCK
HLA-B
HLA-DRB5
HSD11B1L
ICAM1
IFI16
IFITM1
IGFBP4
IGHV1-2
IGHV2-26
IGHV3-13
IGHV3-20
IGHV4-4
IGHV6-1
IGLV7-46
IGLV8-61
IL10RA
IL16
IL7R
ILDR2
ISG20
ISLR
ITGA10
KCNB1
KCNK3
KCNN3
KIAA1755
KIR2DL1
KIR2DS4
KLHDC7B-DT
KLHL41
LDLRAD2
LGI4
LINC01480
LINC02611
LIX1L
LRRC17
LRRC70
LRRK2
LUM
MAGEL2
MAP1A
MAP6
MATK
MATN2
MEF2C-AS1
MEG3
MEIS3
METTL24
MFGE8
MPDZ
MPL
MPP2
MRGPRF-AS1
MTURN
MYH11
MYL9
NANOS1
NCF2
NCS1
NDN
NECAP2
NFATC4
NKD1
NLGN2
NR2F2-AS1
NRXN2
NUDT10
OASL
ODF3B
OLFM1
P2RY6
PDE3A
PDGFD
PDGFRA
PHLDB1
PKIG
PKMP3
PKNOX2
PLCB2
PLPP1
PMAIP1
PMP2
POU2AF1
PPP1R14A
PRAM1
PRDM1
PRELP
PRRT1
PSMA1
PTCH2
PTCRA
PYGO1
RASAL3
RASSF2
RBM24
RELT
RGS1
RGS7BP
RHOG
RUNX3
RUSC2
SCRG1
SEMA4C
SEPTIN4
SERPINF1
SH3RF3-AS1
SLC22A17
SLC45A1
SMC2-DT
SMOC2
SOD3
SPEG
SQOR
SSPN
STK17B
STX11
SV2A
SYDE1
SYNGAP1
SYT11
TAGAP
TARID
TBXA2R
TCF21
TCF4
THEMIS
TIMP2
TLR6
TLR7
TMEM240
TMEM88
TNF
TNFRSF18
TPM2
TRAV21
TRAV3
TRAV8-3
TRIL
TRIM14
TWIST2
TYROBP
WASF3
ZCCHC18
ZMYND15
ZNF25
ZNF454
ZNF667
ZNF781
ADAMTS5
ADCY5
ADGRL1
ASXL3
BHMT2
C3orf70
CALHM5
CARD17
CCDC178
CCDC80
CCL16
CD1B
CD248
CDH6
CLU
COL15A1
COL1A2
CPXM2
CTTNBP2
DACT1
DCHS2
DIO3
DIO3OS
DNM3
DOK5
DPYSL3
DRAM1
EBF3
EPHA3
FAIM2
FAT3
FAXDC2
FBXO17
FCRL2
FGFR1
FLNC
GGT5
GNA14
GRIK3
ID4
IGFBP5
IGHD
IGHJ2
IGHV1-3
IGHV1-69
IGHV1OR15-2
IGHV3-35
IGHV3-52
IGHV3-64
IGHV3-71
IGHV3-72
IGHV3-74
IGHV3OR16-17
IGHV3OR16-8
IGKV1-12
IGKV1-27
IGKV1D-16
IGKV1D-39
IGKV1D-8
IGKV3OR2-268
IGKV6-21
IGLV1-36
IGLV3-9
IGLV7-43
KCNE4
KCNS2
KERA
KLHL14
LAMA4
LAMP3
LINC00997
LINC02100
LINC02884
LTBP3
MAP1B
MEIS1
MEOX1
MIAT
MIR223HG
MKX
MYOM1
NLGN3
NOD2
NOVA1
NRIP2
NRXN1
PABPC1P4
PALLD
PAMR1
PCDH18
PDE7B
PDZRN4
PID1
PIEZO2
PKD1
PLVAP
PNCK
POPDC2
PTGDR
PTGER3
PTPRO
RASGRP1
RERG
RERGL
RND2
RNF112
RPH3AL-AS1
SCUBE3
SFRP2
SH3BGR
SLC7A3
SLC8A1
SOX5
SPARC
SPARCL1
SPATC1
SRL
SYNDIG1
SYNPO2
TMEM35A
TPM1
TRABD2B
TRAV16
TREML2
TSHZ3
TSPAN11
TTC16
USP2
VIT
WFIKKN2
WSCD2
XKR5
ZBED2
ABI2
ABI3
ADAMTS16
ADAMTSL1
AKT3
ANGPT1
ANKRD44-AS1
APCDD1L
APOBR
ARHGAP31
ARHGEF26
AVPR1A
C1QTNF2
C20orf194
C3orf18
CAND2
CBX1
CD5L
CERKL
CHD3
CHST3
CLDN11
CLEC4E
CLSTN2
COL4A5
CSRP1
CYP2U1
DBN1
DOCK10
DSTN
DTX3
DUSP2
EFS
EML1
EPM2A
EVI5
EXTL1
FAM171B
FCRL3
FCRLA
FERMT2
FOXN3
GAS1RR
GASK1A
GASK1B
GIPC3
GNAO1
HAVCR2
HDGFL3
HTR2A
IFI35
IL18R1
IL33
INSYN1
IRAG2
ITGA7
ITGA9
KIF5C
KLRC3
LAIR1
LGI2
LILRB3
LINC01140
LINC02099
LMCD1
LOXL1
LRCH2
LTBP1
MAP3K3
MEDAG
MGP
MICB
MMP2
NKAPL
NME8
NPTXR
NR2F1-AS1
NRK
NUAK1
P2RX5
PARVA
PCDH9
PCDHGA12
PCOLCE
PDZRN3
PLCL1
POU2F2
PREX1
PSD3
RFTN2
RGMB
RHOBTB3
RIPOR2
RNF150
RNF180
ROR2
RSPO3
RTL5
SEC22C
SH3BP5
SIRPD
SLC35F1
SMAP2
SMARCA1
SMARCD3
ST6GALNAC3
SUSD5
TACC1
TACR1
TAP2
TBC1D16
TBCEL
TCEAL4
TGFB3
TGFBR3
THSD7A
THY1
TMEM229B
TNFAIP3
TNFRSF9
TNRC6C
TRAJ1
TRAV8-2
TRAV8-4
TRBC1
TTC7B
TWSG1
VAMP5
WLS
ZBTB8A
ZNF542P
ZNF582
ZNF582-DT
ZNF583
ZNF660
ZNF667-AS1
ZNF677
ABL1
ADAMTS19
ANGPTL2
ANGPTL7
ANXA6
APOC2
APOE
ARHGAP24
ARL10
ASTN1
BATF3
BFSP2
BGN
BST2
C1orf198
CACNA1H
CACNB2
CASC15
CCN5
CDH2
COL1A1
CRMP1
CSF1
CTNNA3
CTSK
CXCL10
CXCL16
CYTH4
CYTL1
DCAF12L2
DCLK1
DDX60L
DMPK
DNM1P46
DPYD
EFR3B
ELANE
EMILIN3
FBXL22
FCGR2C
FENDRR
FGF2
FKBP10
FOXF1
GEM
GHR
GJC1
GLP2R
GNG11
GOLGA8VP
GPC6
GPR88
GPRIN3
GPSM1
H1-9P
HAND2
HAND2-AS1
HHIP
HHIP-AS1
HLA-J
IFFO1
IFI6
IFIT5
IFNL1
IGDCC4
IGF1
IGKV3-7
ITGA11
JPH2
KIDINS220
KLRC2
LINC00327
LINC00891
LINC01638
LPAR4
LRRC37A17P
LRRC4B
LRRC4C
LYSMD2
MCAM
MEX3B
MIR1-1HG-AS1
MIR100HG
MLLT11
MMP23B
MTMR9LP
MYLK
NCKAP5L
NEURL3
NLRP3
NPAS4
OLFML3
OR52K3P
PALM
PCDH12
PCOLCE-AS1
PHF21B
PLA2G5
PLCG1
PLP1
PLPP7
PLSCR1
PRKD1
PRND
PTCH1
PTPRD
PTPRD-AS1
RAB3C
RADIL
RCVRN
REEP2
RFLNB
